ilanBasligi,adres,il,fiyat(TRY),ilanID,ilanTarihi,marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,motorHacmi(Cc),motorGucu(HP),cekisTipi,boyaParcaDurumu,takasUygunluk,saticiTuru,aracVergisi(TRY),hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı
Sahibinden Volkswagen Polo 1.4 TDi Comfortline 2017 Model,Ovacık Mh. Keçiören,Ankara,770.000 TL,28800192,07 Nisan 2025,Volkswagen,Polo,1.4 TDi Comfortline,199.000 km,2017.0,Yarı Otomatik,Dizel,Hatchback/5,,1422 cc,90 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Ön Kapı  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,,12,1,0,0,0
Sahibinden Volkswagen Polo 1.2 TSi Comfortline 2014 Model,Karyağdı Mh. Elmalı,Antalya,770.000 TL,28800190,07 Nisan 2025,Volkswagen,Polo,1.2 TSi Comfortline,144.000 km,2014.0,Düz,Benzin,Hatchback/5,,1197 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Arka Kaput  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,1.100,0,1,0,0,12
Sahibinden Volkswagen Jetta 1.6 Primeline 2007 Model,Serhat Mh. İpekyolu,Van,579.000 TL,28771013,07 Nisan 2025,Volkswagen,Jetta,1.6 Primeline,205.360 km,2007.0,Düz,LPG & Benzin,Sedan,,1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Boyalı  Sağ Ön Kapı  Sağ Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,1,2,0,10
ÖĞRETMEN DEN Fethiye Sahibinden Volkswagen Golf 1.6 TDi BlueMotion Midline Plus 2015 Model,Tuzla Mh. Fethiye,Muğla,730.000 TL,28771129,07 Nisan 2025,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,209.000 km,2015.0,Düz,Dizel,Hatchback/5,,1598 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,0,13
Sahibinden Volkswagen Polo 1.6 Classic 1997 Model Ankara,Ulu Kent Mh. Merkez,Elazığ,267.000 TL,28770772,07 Nisan 2025,Volkswagen,Polo,1.6 Classic,196.000 km,1997.0,Düz,LPG & Benzin,Sedan,,1595 cc,100 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Değişmiş  Motor Kaputu  Sol Ön Çamurluk  Belirtilmemiş  Tavan  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,0,8,2,3
Sahibinden Volkswagen Passat 1.6 TDi BlueMotion Comfortline 2012 Model,Kanuni Mh. Keçiören,Ankara,750.000 TL,28770856,07 Nisan 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,349.000 km,2012.0,Düz,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Kapı  Boyalı  Sol Ön Kapı  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Belirtilmemiş  -,,Sahibinden,,7.800,9,1,1,2,0
Sahibinden Volkswagen Polo 1.4 Comfortline 2012 Model,Sakarya Mh. Melikgazi,Kayseri,720.000 TL,28765976,07 Nisan 2025,Volkswagen,Polo,1.4 Comfortline,160.000 km,2012.0,Yarı Otomatik,Benzin,Hatchback/5,,1390 cc,85 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,tutarı yok,13,0,0,0,0
Sahibinden Volkswagen Jetta 1.4 TSi Highline 2014 Model,Yıldırım Mh. Bayrampaşa,İstanbul,669.000 TL,28767590,07 Nisan 2025,Volkswagen,Jetta,1.4 TSi Highline,224.300 km,2014.0,Düz,LPG & Benzin,Sedan,,1390 cc,122 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Boyalı  Sağ Ön Kapı  Sağ Ön Çamurluk  Değişmiş  Motor Kaputu  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,25.000,0,1,2,1,9
Temiz ve Orjinal Volkswagen Jetta 1.6 TDi Trendline 2014 Model,Engindere Mh. Merkez,Rize,850.000 TL,27293518,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Trendline,178.500 km,2014.0,Yarı Otomatik,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Sol Ön Kapı  Ön Tampon  Arka Tampon  Boyalı  -  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk,Takasa Uygun Değil,,,867,0,4,0,0,9
Sahibinden Volkswagen Golf 1.4 TSi Comfortline 2008 Model Sivas,Yeni Mh. Merkez,Tokat,722.000 TL,28770323,07 Nisan 2025,Volkswagen,Golf,1.4 TSi Comfortline,188.000 km,2008.0,Yarı Otomatik,Benzin,Hatchback/5,,1390 cc,140 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,,13,0,0,0,0
Sahibinden Volkswagen VW CC 2.0 TDi TDI 2013 Model,Gülveren Mh. Mamak,Ankara,785.000 TL,28808801,07 Nisan 2025,Volkswagen,VW CC,2.0 TDi 2.0 TDI,318.000 km,2013.0,Yarı Otomatik,Dizel,Coupe,Beyaz,1968 cc,140 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Ön Tampon  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Arka Tampon,,Sahibinden,,tutarı yok,0,0,1,0,12
Komple R-Line Dönüşüm RR Plaka,Kaşıkcıbağları Mh. Merkez,Tokat,817.000 TL,28797853,07 Nisan 2025,Volkswagen,Golf,1.2 TSi Comfortline,183.000 km,2013.0,Düz,Benzin,Hatchback/5,,1197 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Arka Çamurluk  Boyalı  Sol Arka Kapı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,1,2,0,10
2022 ELAGANCE DSG 31000 KM HATASIZ,Yedi Eylül Mh. Torbalı,İzmir,2.325.000 TL,28811595,07 Nisan 2025,Volkswagen,Passat,1.5 TSi Elegance,31.000 km,2022.0,Otomatik,Benzin,Sedan,,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Ön Kapı  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,,,,12,1,0,0,0
Sahibinden Volkswagen VW CC 1.4 TSi 2016 Model HATASIZ BOYASIZ TRAMERSİZ,Cumhuriyet Mh. Bor,Niğde,1.525.000 TL,28811188,07 Nisan 2025,Volkswagen,VW CC,1.4 TSi,38.000 km,2016.0,Yarı Otomatik,Benzin,Coupe,Beyaz,1395 cc,150 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
Sahibinden Volkswagen VW CC 1.8 TFSi 2011 Model,Paşacık Mh. Merkez,Aksaray,850.000 TL,28808370,07 Nisan 2025,Volkswagen,VW CC,1.8 TFSi,261.000 km,2011.0,Yarı Otomatik,Benzin,Coupe,Beyaz,1798 cc,160 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,,13,0,0,0,0
Sahibinden Volkswagen Scirocco 1.4 TSi Sportline 2013 Model,Gümüşsuyu Mh. Beykoz,İstanbul,955.000 TL,28811029,07 Nisan 2025,Volkswagen,Scirocco,1.4 TSi Sportline,112.000 km,2013.0,Yarı Otomatik,Benzin,Coupe,Kırmızı,1390 cc,160 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
Sahibinden Volkswagen Jetta 1.6 TDi Highline 2015 Model,Ömercikler Mh. Akyazı,Sakarya,930.000 TL,28810305,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Highline,176.000 km,2015.0,Yarı Otomatik,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Ön Çamurluk  Boyalı  Sol Arka Kapı  Sol Ön Çamurluk  Değişmiş  Sol Arka Çamurluk  Sol Ön Kapı  Belirtilmemiş  -,Takasa Uygun Değil,,,39.000,8,1,2,2,0
Sahibinden Volkswagen Jetta 1.6 TDi Trendline 2012 Model,Yeşilyurt Mh. Merkez,Muş,585.000 TL,27776543,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Trendline,276.000 km,2012.0,Düz,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Boyalı  Sol Ön Kapı  Değişmiş  -  Belirtilmemiş  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,8.500,0,3,1,0,9
Sahibinden Volkswagen Polo 1.2 TSi Comfortline 2015 Model,Adalet Mh. Bayraklı,İzmir,755.000 TL,28768921,07 Nisan 2025,Volkswagen,Polo,1.2 TSi Comfortline,76.000 km,2015.0,Düz,Benzin,Hatchback/5,,1197 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Arka Çamurluk  Boyalı  Sol Arka Kapı  Sol Ön Çamurluk  Değişmiş  Sol Ön Kapı  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,28.000,0,1,2,1,9
Sahibinden Volkswagen Bora 1.6 Comfortline 2000 Model,Silivrikapı Mh. Fatih,İstanbul,320.500 TL,28767669,07 Nisan 2025,Volkswagen,Bora,1.6 Comfortline,419.000 km,2000.0,Düz,LPG & Benzin,Sedan,,1595 cc,105 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sol Arka Çamurluk  Sol Ön Kapı  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,,11,0,2,0,0
expertis fotografları eklendi,Bahçelievler Mh. Merkez,Siirt,599.000 TL,28768459,07 Nisan 2025,Volkswagen,Polo,1.6 TDi Comfortline,131.000 km,2012.0,Yarı Otomatik,Dizel,Hatchback/5,,1598 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Ön Kapı  Boyalı  Arka Kaput  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,18.000,0,1,7,0,5
Sahibinden Boyasız Değişensiz Tramersiz,Süvari Mh. Etimesgut,Ankara,845.000 TL,28808534,07 Nisan 2025,Volkswagen,Polo,1.4 TDi Comfortline,169.000 km,2016.0,Yarı Otomatik,Dizel,Hatchback/5,,1422 cc,90 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
Galeriden Volkswagen Polo 1.4 TDi Comfortline 2015 Model İzmir,Torbalı Mh. Torbalı,İzmir,860.000 TL,24393313,07 Nisan 2025,Volkswagen,Polo,1.4 TDi Comfortline,83.000 km,2015.0,Yarı Otomatik,Dizel,Hatchback/5,,1422 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Boyalı  Sağ Arka Kapı  Sağ Ön Kapı  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,1.200,0,1,2,0,10
Sahibinden Volkswagen Jetta 1.2 TSi Trendline 2014 Model,Karşıyaka Mh. Ortahisar,Trabzon,755.000 TL,28768157,07 Nisan 2025,Volkswagen,Jetta,1.2 TSi Trendline,250.000 km,2014.0,Yarı Otomatik,Benzin,Sedan,,1197 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Ön Tampon  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Arka Tampon,,Sahibinden,,tutarı yok,0,0,1,0,12
Sahibinden Volkswagen Passat 1.6 TDi BlueMotion Trendline 2016 Model,Merkez Mh. Çekmeköy,İstanbul,995.000 TL,28809428,07 Nisan 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,196.000 km,2016.0,Yarı Otomatik,Dizel,Sedan,,1598 cc,120 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,0,13
Sahibinden Volkswagen Golf 7-1.6 TDi BlueMotion Highline 2012 Model 2013 trafiğe çıkışlı 125.000 km’ye kadar servis bakımlı,Yenikent Mh. Gebze,Kocaeli,805.000 TL,28809299,07 Nisan 2025,Volkswagen,Golf,1.6 TDi BlueMotion Highline,170.000 km,2012.0,Yarı Otomatik,Dizel,Hatchback/5,,1598 cc,105 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  Sol Arka Çamurluk  Boyalı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sol Arka Kapı,Takasa Uygun Değil,,,,8,1,3,0,1
Galeriden Volkswagen Jetta 1.6 TDi Trendline 2015 Model Bursa,İsmetiye Mh. Osmangazi,Bursa,765.000 TL,28810883,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Trendline,213.000 km,2015.0,Yarı Otomatik,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,tutarı yok,0,0,0,0,13
Sahibinden Volkswagen Passat 1.5 TSi Business 2020 Model,Hafiziye Mh. İpekyolu,Van,1.255.000 TL,28810584,07 Nisan 2025,Volkswagen,Passat,1.5 TSi Business,138.000 km,2020.0,Yarı Otomatik,Benzin,Sedan,,1498 cc,150 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Arka Çamurluk  Arka Tampon  Boyalı  Sağ Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon,,Sahibinden,,67.000,0,2,1,0,10
Sahibinden Volkswagen Golf 1.6 TDi BlueMotion Comfortline 2018 Model,Nenehatun Mh. Darıca,Kocaeli,975.000 TL,28801054,07 Nisan 2025,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,176.500 km,2018.0,Yarı Otomatik,Dizel,Hatchback/5,,1598 cc,115 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  Motor Kaputu  Sol Ön Çamurluk  Belirtilmemiş  -,,,,tutarı yok,11,0,0,2,0
Galeriden Volkswagen Golf 1.4 TSi Trendline 2009 Model Trabzon,Salova Mh. Çarşıbaşı,Trabzon,625.000 TL,28810940,07 Nisan 2025,Volkswagen,Golf,1.4 TSi Trendline,244.000 km,2009.0,Düz,Benzin,Hatchback/5,,1390 cc,122 hp,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,2.014,2,0,11,0,0
Sahibinden Volkswagen Jetta 1.6 TDi Trendline 2014 Model,Karatekin Mh. Merkez,Çankırı,713.000 TL,28768030,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Trendline,302.000 km,2014.0,Düz,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
Sahibinden Volkswagen Golf 1.6 Comfortline 1999 Model,Selçuk Mh. Merkez,Niğde,389.000 TL,28768004,07 Nisan 2025,Volkswagen,Golf,1.6 Comfortline,380.000 km,1999.0,Düz,LPG & Benzin,Hatchback/5,,1595 cc,101 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,0,13
Sahibinden Volkswagen Polo 1.6 TDi Comfortline 2012 Model,Paşa Mh. Akhisar,Manisa,730.000 TL,28767648,07 Nisan 2025,Volkswagen,Polo,1.6 TDi Comfortline,179.000 km,2012.0,Düz,Dizel,Hatchback/5,,1598 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sol Arka Kapı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,Takasa Uygun,,,2.500,0,0,5,0,8
Sahibinden Volkswagen Polo 1.6 2000 Model,Ulu Kent Mh. Merkez,Elazığ,275.000 TL,28767629,07 Nisan 2025,Volkswagen,Polo,1.6,233.000 km,2000.0,Düz,LPG & Benzin,Hatchback/5,,1598 cc,75 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Arka Tampon  Lokal boyalı  Sağ Arka Kapı  Boyalı  Sağ Ön Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,,6,1,6,0,0
Sahibinden Volkswagen Golf 1.6 TDi BlueMotion Highline 2016 Model,Halkalı Merkez Mh. Küçükçekmece,İstanbul,1.200.000 TL,28809689,07 Nisan 2025,Volkswagen,Golf,1.6 TDi BlueMotion Highline,147.000 km,2016.0,Yarı Otomatik,Dizel,Hatchback/5,,1598 cc,110 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Arka Kaput  Boyalı  Sol Ön Çamurluk  Değişmiş  Sağ Ön Kapı  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,3.517,0,1,1,1,10
Sahibinden Volkswagen Passat 1.4 TSi Comfortline 2010 Model,Güvenevler Mh. Merkez,Afyonkarahisar,700.000 TL,28767374,07 Nisan 2025,Volkswagen,Passat,1.4 TSi Comfortline,222.000 km,2010.0,Otomatik,Benzin,Sedan,,1390 cc,122 hp,Önden Çekiş,Orjinal  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Değişmiş  Sol Ön Çamurluk  Belirtilmemiş  Arka Kaput  Tavan  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,,5,0,2,1,5
Sahibinden Volkswagen Polo 1.6 TDi Comfortline 2013 Model,Mustafa Kemal Paşa Mh. Avcılar,İstanbul,585.000 TL,28767257,07 Nisan 2025,Volkswagen,Polo,1.6 TDi Comfortline,209.000 km,2013.0,Düz,Dizel,Hatchback/5,,1598 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Arka Kaput  Sol Arka Kapı  Boyalı  -  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Arka Tampon  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Motor Kaputu  Ön Tampon,,Sahibinden,,90.000,0,2,0,3,8
Sahibinden Volkswagen Jetta 1.6 TDi Comfortline 2011 Model,Cumhuriyet Mh. Şahinbey,Gaziantep,700.000 TL,28767250,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Comfortline,271.000 km,2011.0,Yarı Otomatik,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  Sağ Ön Çamurluk  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,0,0,1,12
